timestamp,datetime,open,high,low,close,volume,volume_ccy
1735660800000,2025-01-01 00:00:00,198.41,199.2,187.91,191.89,3430672.03,3430672.03
1735747200000,2025-01-02 00:00:00,191.9,210.67,189.21,206.79,6089567.33,6089567.33
1735833600000,2025-01-03 00:00:00,206.8,218.65,204.71,217.33,5287229.48,5287229.48
1735920000000,2025-01-04 00:00:00,217.34,219.83,213.52,214.34,3135349.98,3135349.98
1736006400000,2025-01-05 00:00:00,214.34,219.04,211.66,213.57,2532483.68,2532483.68
1736092800000,2025-01-06 00:00:00,213.57,222.18,211.55,221.63,3986615.69,3986615.69
1736179200000,2025-01-07 00:00:00,221.63,223.2,205.36,207.78,5890197.17,5890197.17
1736265600000,2025-01-08 00:00:00,207.77,209.09,193.02,197.76,8232347.49,8232347.49
1736352000000,2025-01-09 00:00:00,197.77,199.09,185.09,192.16,6657950.71,6657950.71
1736438400000,2025-01-10 00:00:00,192.16,193.02,182,187.28,6737586.68,6737586.68
1736524800000,2025-01-11 00:00:00,187.29,192.1,183.87,186.96,3604202.4,3604202.4
1736611200000,2025-01-12 00:00:00,186.96,191.94,185.16,190.5,2514057.68,2514057.68
1736697600000,2025-01-13 00:00:00,190.5,191.99,168.01,178.78,8735079.12,8735079.12
1736784000000,2025-01-14 00:00:00,178.78,190.12,174.45,186.86,5442468.88,5442468.88
1736870400000,2025-01-15 00:00:00,186.85,198.04,185.77,196.53,4796962.15,4796962.15
1736956800000,2025-01-16 00:00:00,196.53,217.16,196.42,209.07,7708782.02,7708782.02
1737043200000,2025-01-17 00:00:00,209.07,222.16,208.49,218.63,6134539.99,6134539.99
1737129600000,2025-01-18 00:00:00,218.64,260.07,215.65,257.72,16688021.43,16688021.43
1737216000000,2025-01-19 00:00:00,257.72,295.82,242.6,270.7,29547753.6,29547753.6
1737302400000,2025-01-20 00:00:00,270.71,278.27,229.7,254.02,24307664.73,24307664.73
1737388800000,2025-01-21 00:00:00,254.02,256.72,230.39,240.95,11937730.74,11937730.74
1737475200000,2025-01-22 00:00:00,240.94,265,239.74,257.31,8336620.83,8336620.83
1737561600000,2025-01-23 00:00:00,257.32,272.12,242.11,249.26,10439055.08,10439055.08
1737648000000,2025-01-24 00:00:00,249.27,270.31,243.54,262.3,9377793.62,9377793.62
1737734400000,2025-01-25 00:00:00,262.3,265.53,246.29,253.67,6060481.23,6060481.23
1737820800000,2025-01-26 00:00:00,253.68,260.86,252.75,254.55,5062992.58,5062992.58
1737907200000,2025-01-27 00:00:00,254.55,257.69,220.5,233.69,13297450.1,13297450.1
1737993600000,2025-01-28 00:00:00,233.69,243.9,224,237.43,7925387.28,7925387.28
1738080000000,2025-01-29 00:00:00,237.43,237.74,225.12,228.45,5560177.72,5560177.72
1738166400000,2025-01-30 00:00:00,228.43,244.75,222.59,241.13,8678804.99,8678804.99
1738252800000,2025-01-31 00:00:00,241.12,243.4,234.25,240.18,4820099.56,4820099.56
1738339200000,2025-02-01 00:00:00,240.18,240.27,224.82,226.4,5019212.41,5019212.41
1738425600000,2025-02-02 00:00:00,226.4,227.67,206.75,212.01,7773463.49,7773463.49
1738512000000,2025-02-03 00:00:00,212,212.07,175.08,206.97,26431873.72,26431873.72
1738598400000,2025-02-04 00:00:00,206.96,220,201.84,215.65,8534583.6,8534583.6
1738684800000,2025-02-05 00:00:00,215.64,218.37,201.33,201.72,6726378.96,6726378.96
1738771200000,2025-02-06 00:00:00,201.73,203.97,190.54,191.2,5935986.48,5935986.48
1738857600000,2025-02-07 00:00:00,191.21,203.42,187.37,198.06,7427276.9,7427276.9
1738944000000,2025-02-08 00:00:00,198.07,199.2,188.1,193.44,4278494.75,4278494.75
1739030400000,2025-02-09 00:00:00,193.44,207.36,193.24,200.59,4817919.89,4817919.89
1739116800000,2025-02-10 00:00:00,200.6,209.12,193.43,203.05,6961427,6961427
1739203200000,2025-02-11 00:00:00,203.06,206.18,197.73,199.43,5039069.69,5039069.69
1739289600000,2025-02-12 00:00:00,199.42,200.11,188.41,191.97,6868771.58,6868771.58
1739376000000,2025-02-13 00:00:00,191.99,198.49,188.65,191.9,5410564.72,5410564.72
1739462400000,2025-02-14 00:00:00,191.9,202.26,190,200.86,4636693.6,4636693.6
1739548800000,2025-02-15 00:00:00,200.86,205.38,193.17,194.68,4026863.76,4026863.76
1739635200000,2025-02-16 00:00:00,194.68,196.26,189.12,190.26,3552423.3,3552423.3
1739721600000,2025-02-17 00:00:00,190.27,191.25,179.29,180.36,7725720.7,7725720.7
1739808000000,2025-02-18 00:00:00,180.35,181.4,163.17,165.95,13634363.75,13634363.75
1739894400000,2025-02-19 00:00:00,165.95,174.26,160.89,169.77,10006353.29,10006353.29
1739980800000,2025-02-20 00:00:00,169.77,176.65,166.38,171.59,7044864.9,7044864.9
1740067200000,2025-02-21 00:00:00,171.6,180.55,170.53,173.15,7304560.31,7304560.31
