timestamp,datetime,open,high,low,close,volume,volume_ccy
1672531200000,2023-01-01 00:00:00,9.97,10.03,9.93,9.99,537478,537478
1672534800000,2023-01-01 01:00:00,9.991,10.072,9.983,10.042,362275,362275
1672538400000,2023-01-01 02:00:00,10.043,10.089,9.997,10.018,269929,269929
1672542000000,2023-01-01 03:00:00,10.018,10.018,9.91,9.971,351984,351984
1672545600000,2023-01-01 04:00:00,9.97,9.99,9.823,9.854,566148,566148
1672549200000,2023-01-01 05:00:00,9.853,9.864,9.723,9.8,599536,599536
1672552800000,2023-01-01 06:00:00,9.801,9.85,9.767,9.801,298283,298283
1672556400000,2023-01-01 07:00:00,9.801,9.806,9.692,9.8,506848,506848
1672560000000,2023-01-01 08:00:00,9.801,9.801,9.702,9.725,555510,555510
1672563600000,2023-01-01 09:00:00,9.725,9.811,9.724,9.799,362957,362957
1672567200000,2023-01-01 10:00:00,9.8,9.803,9.762,9.799,223264,223264
1672570800000,2023-01-01 11:00:00,9.801,9.975,9.799,9.912,868977,868977
1672574400000,2023-01-01 12:00:00,9.914,9.941,9.87,9.928,263444,263444
1672578000000,2023-01-01 13:00:00,9.927,9.95,9.815,9.843,399998,399998
1672581600000,2023-01-01 14:00:00,9.844,9.886,9.796,9.826,359316,359316
1672585200000,2023-01-01 15:00:00,9.826,9.85,9.775,9.843,209454,209454
1672588800000,2023-01-01 16:00:00,9.844,9.915,9.828,9.858,385964,385964
1672592400000,2023-01-01 17:00:00,9.857,9.95,9.856,9.937,319762,319762
1672596000000,2023-01-01 18:00:00,9.937,10.027,9.937,9.984,363650,363650
1672599600000,2023-01-01 19:00:00,9.984,10.05,9.923,9.953,243271,243271
1672603200000,2023-01-01 20:00:00,9.953,10.027,9.934,9.965,167132,167132
1672606800000,2023-01-01 21:00:00,9.966,9.99,9.935,9.97,131744,131744
1672610400000,2023-01-01 22:00:00,9.97,10.005,9.957,9.967,83332,83332
1672614000000,2023-01-01 23:00:00,9.965,10.054,9.941,9.983,290399,290399
1672617600000,2023-01-02 00:00:00,9.982,9.982,9.866,9.899,259258,259258
1672621200000,2023-01-02 01:00:00,9.899,9.929,9.803,9.836,439679,439679
1672624800000,2023-01-02 02:00:00,9.836,9.932,9.817,9.911,223997,223997
1672628400000,2023-01-02 03:00:00,9.91,10.018,9.88,9.986,311253,311253
1672632000000,2023-01-02 04:00:00,9.986,10.033,9.952,9.978,289696,289696
1672635600000,2023-01-02 05:00:00,9.977,9.999,9.935,9.987,214661,214661
1672639200000,2023-01-02 06:00:00,9.987,10.007,9.948,9.978,194773,194773
1672642800000,2023-01-02 07:00:00,9.981,12.142,9.976,11.099,6194824,6194824
1672646400000,2023-01-02 08:00:00,11.099,11.4,11,11.183,2245384,2245384
1672650000000,2023-01-02 09:00:00,11.183,11.25,11.041,11.14,1038184,1038184
1672653600000,2023-01-02 10:00:00,11.139,11.139,10.856,11.055,1119830,1119830
1672657200000,2023-01-02 11:00:00,11.054,11.055,10.909,11.016,559484,559484
1672660800000,2023-01-02 12:00:00,11.017,11.214,11.005,11.085,1053931,1053931
1672664400000,2023-01-02 13:00:00,11.085,11.15,11.045,11.105,729646,729646
1672668000000,2023-01-02 14:00:00,11.105,11.187,11.085,11.118,620167,620167
1672671600000,2023-01-02 15:00:00,11.118,11.251,11.061,11.116,894066,894066
1672675200000,2023-01-02 16:00:00,11.113,11.183,11.09,11.11,426269,426269
1672678800000,2023-01-02 17:00:00,11.114,11.169,11.076,11.15,298745,298745
1672682400000,2023-01-02 18:00:00,11.151,11.208,11.133,11.134,172238,172238
1672686000000,2023-01-02 19:00:00,11.137,11.531,11.11,11.255,685926,685926
1672689600000,2023-01-02 20:00:00,11.253,11.34,11.182,11.318,387097,387097
1672693200000,2023-01-02 21:00:00,11.317,11.434,11.27,11.352,360054,360054
1672696800000,2023-01-02 22:00:00,11.351,11.406,11.21,11.264,377521,377521
1672700400000,2023-01-02 23:00:00,11.264,11.315,11.223,11.262,343136,343136
1672704000000,2023-01-03 00:00:00,11.262,11.33,11.12,11.285,566745,566745
1672707600000,2023-01-03 01:00:00,11.285,11.306,10.992,11.073,937410,937410
1672711200000,2023-01-03 02:00:00,11.074,11.176,11.054,11.137,269127,269127
1672714800000,2023-01-03 03:00:00,11.138,11.225,11.08,11.206,285315,285315
1672718400000,2023-01-03 04:00:00,11.209,11.423,11.196,11.271,561766,561766
1672722000000,2023-01-03 05:00:00,11.272,11.778,11.269,11.736,2778923,2778923
1672725600000,2023-01-03 06:00:00,11.735,11.912,11.66,11.705,2374223,2374223
1672729200000,2023-01-03 07:00:00,11.705,11.919,11.663,11.859,1027640,1027640
1672732800000,2023-01-03 08:00:00,11.858,11.965,11.66,11.73,1509606,1509606
1672736400000,2023-01-03 09:00:00,11.731,11.83,11.698,11.795,603162,603162
1672740000000,2023-01-03 10:00:00,11.795,11.91,11.77,11.824,568507,568507
1672743600000,2023-01-03 11:00:00,11.825,11.986,11.788,11.812,1205607,1205607
