timestamp,datetime,open,high,low,close,volume,volume_ccy
1640966400000,2022-01-01 00:00:00,48021.8,48130.1,45656.1,47211.7,6588113,65881.13
1641052800000,2022-01-02 00:00:00,47211.7,47947,46777,47343.1,4379678,43796.78
1641139200000,2022-01-03 00:00:00,47344.2,48003.6,46568.9,46697.3,6110828,61108.28
1641225600000,2022-01-04 00:00:00,46697.3,47521,45681,46932.8,7139950,71399.5
1641312000000,2022-01-05 00:00:00,46932.9,47088.9,45510,46621.3,8464283,84642.83
1641398400000,2022-01-06 00:00:00,46621.8,46673.8,42406.4,42944.7,13678736,136787.36
1641484800000,2022-01-07 00:00:00,42944.7,43568,40550,41314,11723159,117231.59
1641571200000,2022-01-08 00:00:00,41314,42369.7,40914.8,41622.1,5428473,54284.73
1641657600000,2022-01-09 00:00:00,41622.1,42319.7,40518,41626.1,7243464,72434.64
1641744000000,2022-01-10 00:00:00,41630.2,42770,39621.4,40971.5,9453025,94530.25
1641830400000,2022-01-11 00:00:00,40971.6,42700,40550,41734.3,9988783,99887.83
1641916800000,2022-01-12 00:00:00,41734.3,44077.4,41678.3,43543,8055385,80553.85
1642003200000,2022-01-13 00:00:00,43554.2,44399,42888,43201.6,6543299,65432.99
1642089600000,2022-01-14 00:00:00,43201.6,43481,41750,43109.9,8185062,81850.62
1642176000000,2022-01-15 00:00:00,43102.6,43455,42560,43412.6,4683631,46836.31
1642262400000,2022-01-16 00:00:00,43412.4,43814.1,42593.5,43223.9,4118941,41189.41
1642348800000,2022-01-17 00:00:00,43227,43478.9,42313.5,42481.2,4374145,43741.45
1642435200000,2022-01-18 00:00:00,42481.2,42538.8,41263.4,41592.9,6798631,67986.31
1642521600000,2022-01-19 00:00:00,41592.9,42690,41134,41996.7,8472858,84728.58
1642608000000,2022-01-20 00:00:00,41995.2,43447,41556,43291.6,7195154,71951.54
1642694400000,2022-01-21 00:00:00,43293.7,43502.6,37673.9,38855.5,19096997,190969.97
1642780800000,2022-01-22 00:00:00,38858.2,39060.1,33985,34848.5,22173689,221736.89
1642867200000,2022-01-23 00:00:00,34844.3,36180,34220.3,35295.5,12644331,126443.31
1642953600000,2022-01-24 00:00:00,35295.5,36516.9,32914.7,34242.2,22104061,221040.61
1643040000000,2022-01-25 00:00:00,34245.8,37573.6,33788,36548.7,16896940,168969.4
1643126400000,2022-01-26 00:00:00,36549.6,38499,36422.2,37998,13189740,131897.4
1643212800000,2022-01-27 00:00:00,37995,38896.5,35512,36652.3,14943469,149434.69
1643299200000,2022-01-28 00:00:00,36652.4,37495,35539.8,37185.7,13245020,132450.2
1643385600000,2022-01-29 00:00:00,37187.6,38198.4,36762,37566.5,7133634,71336.34
1643472000000,2022-01-30 00:00:00,37564.3,38755,37315.2,37972.7,5589205,55892.05
1643558400000,2022-01-31 00:00:00,37972.9,38251.9,36636.1,37718.1,7145465,71454.65
1643644800000,2022-02-01 00:00:00,37720.8,39200,37674.7,38618.6,9224275,92242.75
1643731200000,2022-02-02 00:00:00,38618.5,39288,37362.1,37426.4,7917172,79171.72
1643817600000,2022-02-03 00:00:00,37422.6,37662.7,36247.5,36906.6,8411366,84113.66
