timestamp,datetime,open,high,low,close,volume,volume_ccy
1704067200000,2024-01-01 00:00:00,2282.2,2297.03,2281.45,2295.4,3697.414009,8473149.23091838
1704070800000,2024-01-01 01:00:00,2295.36,2306.9,2292.7,2303.2,3684.85078,8478806.11445779
1704074400000,2024-01-01 02:00:00,2303.2,2304.57,2291.23,2293.13,1944.272217,4465675.86570983
1704078000000,2024-01-01 03:00:00,2293.14,2294.47,2270.95,2273.46,4174.124571,9521525.21797112
1704081600000,2024-01-01 04:00:00,2273.56,2279.67,2265.12,2279.66,2964.39538,6739868.84606312
1704085200000,2024-01-01 05:00:00,2279.66,2283.55,2272.64,2275.83,1763.997126,4020399.12903592
1704088800000,2024-01-01 06:00:00,2275.93,2283.49,2274.42,2281.84,2145.30607,4888080.37463263
1704092400000,2024-01-01 07:00:00,2281.85,2288.24,2281.42,2284.7,2320.712016,5302769.68239997
1704096000000,2024-01-01 08:00:00,2284.74,2287.27,2280.19,2287.26,1530.869377,3496666.67970655
1704099600000,2024-01-01 09:00:00,2287.27,2300.16,2287.06,2300.15,3654.274136,8380405.5486824
1704103200000,2024-01-01 10:00:00,2300.15,2303.15,2297.81,2302.13,1787.116734,4111524.9438074
1704106800000,2024-01-01 11:00:00,2302.22,2305.15,2299.09,2304.53,1366.369358,3145491.82830466
1704110400000,2024-01-01 12:00:00,2304.53,2307,2299.01,2299.36,1683.343009,3877299.46531749
1704114000000,2024-01-01 13:00:00,2299.36,2308.66,2298.13,2304.46,1784.963629,4113394.13677798
1704117600000,2024-01-01 14:00:00,2304.37,2304.89,2295.05,2300.9,2596.062787,5972229.97039516
1704121200000,2024-01-01 15:00:00,2300.99,2318.16,2299.07,2314.75,7383.556776,17065173.65355456
1704124800000,2024-01-01 16:00:00,2314.81,2319.58,2306.44,2309.72,3295.244113,7620568.41366793
1704128400000,2024-01-01 17:00:00,2309.73,2317.24,2306.29,2313.68,2268.717624,5247095.49559615
1704132000000,2024-01-01 18:00:00,2313.67,2332,2313.67,2326.87,4308.453348,10020589.04548534
1704135600000,2024-01-01 19:00:00,2326.96,2340.94,2322.21,2337.53,3248.807365,7576225.22325191
1704139200000,2024-01-01 20:00:00,2337.53,2348.62,2335.28,2341.19,4499.489827,10538416.9109154
1704142800000,2024-01-01 21:00:00,2341.19,2346.34,2332.11,2337.89,1948.91501,4559782.33674138
1704146400000,2024-01-01 22:00:00,2337.89,2339.25,2323.89,2334.08,1578.904818,3680178.15653865
1704150000000,2024-01-01 23:00:00,2334.09,2352.14,2334.09,2352.05,3873.552584,9085725.52501658
1704153600000,2024-01-02 00:00:00,2352.06,2392.18,2347.01,2388.37,14957.631487,35484566.50603794
1704157200000,2024-01-02 01:00:00,2388.37,2397.76,2370.26,2378.19,10278.391329,24521493.86458984
1704160800000,2024-01-02 02:00:00,2378.2,2382.91,2373.68,2382.6,4717.561854,11222990.05189114
1704164400000,2024-01-02 03:00:00,2382.61,2388.87,2371.44,2385.96,4502.106152,10712465.013382
1704168000000,2024-01-02 04:00:00,2385.97,2389.92,2378.51,2387.28,2921.683171,6964016.2581344
1704171600000,2024-01-02 05:00:00,2387.29,2392,2376.8,2377.51,3040.830135,7253786.71569585
1704175200000,2024-01-02 06:00:00,2377.38,2383.99,2373.8,2373.8,2383.005148,5668985.84399237
1704178800000,2024-01-02 07:00:00,2373.8,2388.94,2373.8,2385.63,5860.584376,13962819.69692113
1704182400000,2024-01-02 08:00:00,2385.64,2430.68,2379.79,2426.59,15736.266297,37962769.62716907
1704186000000,2024-01-02 09:00:00,2426.59,2428.2,2411.8,2413.9,7824.923336,18933979.65647261
1704189600000,2024-01-02 10:00:00,2413.9,2416.2,2392.61,2398.33,6175.831423,14838733.52503573
1704193200000,2024-01-02 11:00:00,2398.42,2403.28,2380.4,2391.11,6028.122504,14419307.5635888
1704196800000,2024-01-02 12:00:00,2391.11,2404.09,2382.17,2386.47,11837.041624,28350574.5013003
1704200400000,2024-01-02 13:00:00,2386.46,2400.6,2382.08,2398.18,9005.539763,21563354.1743758
1704204000000,2024-01-02 14:00:00,2398.08,2403.12,2356.06,2367.2,17422.688904,41489130.45334487
1704207600000,2024-01-02 15:00:00,2367.23,2370.79,2352.01,2357.5,8350.311756,19726998.3130619
1704211200000,2024-01-02 16:00:00,2357.5,2369.67,2350.02,2367.99,5654.89236,13332582.44828409
1704214800000,2024-01-02 17:00:00,2367.99,2368.15,2351.47,2357.19,3508.183028,8279318.58796978
1704218400000,2024-01-02 18:00:00,2357.48,2369.89,2355.6,2365.78,3101.783525,7331482.49988985
1704222000000,2024-01-02 19:00:00,2365.78,2372.6,2354.52,2368.86,4416.121311,10440987.22499182
1704225600000,2024-01-02 20:00:00,2368.87,2379.97,2358.61,2359.84,5799.42281,13737387.20141796
1704229200000,2024-01-02 21:00:00,2359.84,2366.43,2338,2366.43,7708.025448,18146428.54183665
1704232800000,2024-01-02 22:00:00,2366.43,2372.59,2357.78,2359.2,2438.089605,5768968.20413972
1704236400000,2024-01-02 23:00:00,2359.2,2362.99,2351.12,2355.59,3921.538561,9241577.97374121
1704240000000,2024-01-03 00:00:00,2355.59,2366.99,2347.06,2361.41,5120.606576,12079298.42286396
1704243600000,2024-01-03 01:00:00,2361.4,2375.57,2360,2373.2,2845.402191,6735431.35422911
1704247200000,2024-01-03 02:00:00,2373.39,2385,2367.32,2368.86,6333.695938,15049758.32732066
1704250800000,2024-01-03 03:00:00,2368.86,2370.36,2364.22,2368.45,2501.456547,5921665.72507008
1704254400000,2024-01-03 04:00:00,2368.45,2374.6,2362.7,2370.41,4368.581916,10349720.73002954
1704258000000,2024-01-03 05:00:00,2370.42,2379.6,2367.85,2376.91,3453.681593,8200419.2026572
1704261600000,2024-01-03 06:00:00,2376.84,2380.9,2373.47,2375.57,2846.101075,6768095.75771996
1704265200000,2024-01-03 07:00:00,2375.56,2379.8,2356.2,2361.23,6320.125175,14967410.92157754
1704268800000,2024-01-03 08:00:00,2361.23,2371.26,2360.6,2370.28,3384.173821,8006892.0349303
1704272400000,2024-01-03 09:00:00,2370.29,2384.99,2369.96,2376.06,3994.872475,9498424.08446993
1704276000000,2024-01-03 10:00:00,2376.07,2380.79,2361.16,2364.62,4143.324302,9826859.99559955
1704279600000,2024-01-03 11:00:00,2364.63,2365.77,2288,2307.46,28390.09575,66078498.39006062
1704283200000,2024-01-03 12:00:00,2307.86,2308.29,2051.76,2246.99,199362.561807,435103637.01578979
1704286800000,2024-01-03 13:00:00,2246.98,2247.39,2206.07,2223.23,33689.468534,74923309.011331
1704290400000,2024-01-03 14:00:00,2223.24,2223.7,2188.42,2193.8,18669.434882,41135637.15521909
1704294000000,2024-01-03 15:00:00,2193.65,2240.57,2190.42,2240.02,18227.551786,40436283.53726309
1704297600000,2024-01-03 16:00:00,2240.4,2244.85,2221.82,2230.8,26780.395361,59834674.9320003
1704301200000,2024-01-03 17:00:00,2230.8,2233.33,2211.6,2223.22,9011.813357,20020067.06099321
1704304800000,2024-01-03 18:00:00,2223.14,2227.92,2186.65,2198.19,10199.361723,22490171.73332889
1704308400000,2024-01-03 19:00:00,2198.6,2229.22,2196.71,2206.5,8093.651202,17922043.01173926
1704312000000,2024-01-03 20:00:00,2206.27,2223.53,2205.2,2218.42,4902.336059,10862650.84389097
1704315600000,2024-01-03 21:00:00,2218.71,2227.79,2211.88,2225.5,4888.178103,10855572.25186035
1704319200000,2024-01-03 22:00:00,2225.94,2226.42,2198.73,2205.21,5059.324422,11202884.05346043
1704322800000,2024-01-03 23:00:00,2205.22,2210.39,2195.94,2209.8,3516.619851,7748403.10164721
1704326400000,2024-01-04 00:00:00,2209.8,2219.88,2206.45,2210.63,4581.427519,10129958.56896284
1704330000000,2024-01-04 01:00:00,2210.61,2214.47,2201.6,2206.15,4525.526606,9993681.89600369
1704333600000,2024-01-04 02:00:00,2206.15,2232.85,2204.44,2231.8,3753.162549,8335374.09757978
1704337200000,2024-01-04 03:00:00,2231.79,2239.86,2225.24,2231.16,5051.95209,11272159.01138958
1704340800000,2024-01-04 04:00:00,2231.16,2239.58,2227.69,2238.21,5005.200632,11182694.25179765
1704344400000,2024-01-04 05:00:00,2238.21,2243.84,2232.78,2236.12,6183.10352,13839578.98122889
1704348000000,2024-01-04 06:00:00,2236.12,2244.93,2234.87,2238.9,5144.162917,11518352.51164045
1704351600000,2024-01-04 07:00:00,2238.89,2241.8,2221.11,2222.01,8997.518091,20060342.45349852
1704355200000,2024-01-04 08:00:00,2222.02,2226.65,2211,2216.22,5647.476433,12527793.3278684
1704358800000,2024-01-04 09:00:00,2216.24,2230.41,2214.96,2223.6,4776.760284,10614171.66737373
1704362400000,2024-01-04 10:00:00,2223.59,2226.23,2205,2222.57,5818.542276,12897214.82078227
1704366000000,2024-01-04 11:00:00,2222.58,2230.87,2215.24,2228.32,3601.410381,8013092.41064252
1704369600000,2024-01-04 12:00:00,2228.32,2241.94,2222.81,2236.16,7707.445417,17224898.4010763
1704373200000,2024-01-04 13:00:00,2236.06,2247.46,2231.44,2238.09,4623.323974,10343088.72424608
1704376800000,2024-01-04 14:00:00,2238.08,2275,2230.18,2273.9,12402.844767,27945352.92183853
1704380400000,2024-01-04 15:00:00,2273.8,2286.4,2261.74,2277.11,11408.793075,25951435.48191237
1704384000000,2024-01-04 16:00:00,2277.18,2281.2,2259.02,2269.78,7078.135445,16056348.32198865
1704387600000,2024-01-04 17:00:00,2269.79,2289.99,2267.21,2274.72,6678.114945,15214970.11250435
1704391200000,2024-01-04 18:00:00,2274.71,2280.1,2268.41,2273.82,2626.533211,5976359.18867476
1704394800000,2024-01-04 19:00:00,2273.82,2295,2271.22,2274.51,5611.502066,12811197.53488629
1704398400000,2024-01-04 20:00:00,2274.51,2296,2272.82,2273.41,8521.889885,19474159.10850647
1704402000000,2024-01-04 21:00:00,2273.41,2289.19,2268.83,2273.26,5443.054482,12399857.28805997
1704405600000,2024-01-04 22:00:00,2273.27,2286.94,2261.36,2270.19,3585.895381,8159795.42457181
1704409200000,2024-01-04 23:00:00,2270.01,2276.18,2266.27,2267.54,2261.069541,5134045.5763759
1704412800000,2024-01-05 00:00:00,2267.48,2274.8,2260.81,2267.8,2297.816622,5209590.09887724
1704416400000,2024-01-05 01:00:00,2267.79,2271.54,2211.9,2238.07,18124.572303,40490370.91602636
1704420000000,2024-01-05 02:00:00,2237.98,2252.63,2231.32,2240.77,8878.457728,19905749.91524666
1704423600000,2024-01-05 03:00:00,2240.68,2251.08,2239.09,2242.31,2817.315545,6324214.81737654
1704427200000,2024-01-05 04:00:00,2242.31,2247.84,2234.4,2243.86,3432.562035,7693483.05622846
1704430800000,2024-01-05 05:00:00,2243.86,2248.27,2241.2,2246.39,1922.190767,4315856.14050307
1704434400000,2024-01-05 06:00:00,2246.3,2257.92,2240.08,2255.08,4749.816423,10690408.24566625
1704438000000,2024-01-05 07:00:00,2255.09,2265.62,2252.65,2252.78,6446.653685,14567404.53745942
1704441600000,2024-01-05 08:00:00,2252.78,2259.4,2250.14,2252.78,3106.714855,7002097.19883428
1704445200000,2024-01-05 09:00:00,2252.73,2269.3,2252.45,2264.78,5447.788686,12326130.10944837
1704448800000,2024-01-05 10:00:00,2264.92,2266.01,2233.2,2240.32,5910.975694,13297742.12250313
1704452400000,2024-01-05 11:00:00,2240.41,2249.65,2239,2242.23,5188.972555,11641342.74620759
1704456000000,2024-01-05 12:00:00,2242.22,2253.64,2234.66,2241.96,5072.800811,11386864.07978431
1704459600000,2024-01-05 13:00:00,2242,2251.88,2236.51,2247.51,5501.686393,12345298.51505431
1704463200000,2024-01-05 14:00:00,2247.51,2252.76,2219,2227.06,12425.054723,27757333.67904476
1704466800000,2024-01-05 15:00:00,2227.07,2242.51,2218.51,2225.16,10673.860641,23807695.63826484
1704470400000,2024-01-05 16:00:00,2225.16,2233.33,2210.13,2211.5,7363.799486,16355686.19149995
1704474000000,2024-01-05 17:00:00,2211.43,2233.33,2206,2232.28,11488.057972,25507544.57589233
1704477600000,2024-01-05 18:00:00,2232.29,2238.9,2224,2233.96,5123.005277,11432080.93820624
